D82A2A009125000101	1/3/5-CF	2	11545;24426;4849;2208;16394;26634	17885,57520,17903.5,57528,0.411,0.9864,0,2,1;17932,57525,17945.5,57534.5,0.4932,0.7124,0,2,1;	2022-12-31T23:50:16.332	127.0.0.1;E:/SaveImage/ZoomImage/202212/31/D82A2A009125000101_1231_235016_CF.jpg
D82A2A009125000101	1/3/5-CF	4	11574;25090;4820;1544;16394;26634	17762,57346,17768,57352,0.3014,0.3014,0,2,1;17928,57502,17939.5,57509,0.3562,0.6028,0,2,1;17962,57506,17975.5,57515,0.4658,0.7124,0,2,1;17899,57549,17910,57557.5,0.4384,0.5754,0,2,1;	2022-12-31T23:21:40.374	127.0.0.1;E:/SaveImage/ZoomImage/202212/31/D82A2A009125000101_1231_232140_CF.jpg
D82A2A013739000201	1/3/5-CF	1	11568;25021;4826;1613;16394;26634	17340,57825,17347,57831.5,0.3288,0.3562,0,2,1;	2022-12-31T23:20:58.478	127.0.0.1;E:/SaveImage/ZoomImage/202212/31/D82A2A013739000201_1231_232058_CF.jpg
D82A2A013309000101	1/3/5-CF	1	11530;24463;4864;2171;16394;26634	14825,3024,14842,3033.5,0.4932,0.9042,0,2,1;	2022-12-31T23:07:50.619	127.0.0.1;E:/SaveImage/ZoomImage/202212/31/D82A2A013309000101_1231_230750_CF.jpg
D82A2A013309000101	1/3/5-CF	1	11561;24802;4833;1832;16394;26634	14769,3004,14785,3012,0.411,0.8494,0,2,1;	2022-12-31T22:37:58.473	127.0.0.1;E:/SaveImage/ZoomImage/202212/31/D82A2A013309000101_1231_223758_CF.jpg
D82B2B003503000201	1/3/5-CF	1	11566;24993;4828;1641;16394;26634	26936,19421,26942,19427,0.3014,0.3014,0,2,1;	2022-12-31T22:25:44.260	127.0.0.1;E:/SaveImage/ZoomImage/202212/31/D82B2B003503000201_1231_222544_CF.jpg
D82A2A024921000201	1/3/5-CF	1	11550;25331;4844;1303;16394;26634	24230,1459,24237.5,1465.5,0.3288,0.3836,0,2,1;	2022-12-31T22:22:02.906	127.0.0.1;E:/SaveImage/ZoomImage/202212/31/D82A2A024921000201_1231_222202_CF.jpg
D82A2A013309000101	1/3/5-CF	1	11557;24200;4837;2434;16394;26634	14770,3008,14787,3019.5,0.6028,0.9042,0,2,1;	2022-12-31T22:19:16.556	127.0.0.1;E:/SaveImage/ZoomImage/202212/31/D82A2A013309000101_1231_221916_CF.jpg
D82B2A031006000201	1/3/5-CF	1	11555;24953;4839;1681;16394;26634	27029,18745,27037.5,18754,0.4384,0.4658,0,2,1;	2022-12-31T22:17:52.951	127.0.0.1;E:/SaveImage/ZoomImage/202212/31/D82B2A031006000201_1231_221752_CF.jpg
D82B2B003503000201	1/3/5-CF	1	11568;24749;4826;1885;16394;26634	26927,19414,26935,19421,0.3562,0.411,0,2,1;	2022-12-31T22:08:50.614	127.0.0.1;E:/SaveImage/ZoomImage/202212/31/D82B2B003503000201_1231_220850_CF.jpg
D82B2A031006000201	1/3/5-CF	1	11569;24914;4825;1720;16394;26634	27008,18731,27019.5,18743,0.6028,0.6302,0,2,1;	2022-12-31T21:52:10.902	127.0.0.1;E:/SaveImage/ZoomImage/202212/31/D82B2A031006000201_1231_215210_CF.jpg
D82B2B003503000201	1/3/5-CF	1	11572;25486;4822;1148;16394;26634	26925,19403,26933,19410,0.3562,0.411,0,2,1;	2022-12-31T21:51:27.552	127.0.0.1;E:/SaveImage/ZoomImage/202212/31/D82B2B003503000201_1231_215127_CF.jpg
D82B2B002431000201	2/4/6-TFT	1	11644;21426;4750;5207;16394;26633	21507,37082,21521.5,37097,0.7672,0.7946,0,2,1;	2022-12-31T21:20:06.929	127.0.0.1;E:/SaveImage/ZoomImage/202212/31/D82B2B002431000201_1231_212006_TFT.jpg
D82C2C003858000201	1/3/5-CF	1	11571;25369;4823;1265;16394;26634	5846,1056,5864,1063,0.3562,0.959,0,2,1;	2022-12-31T13:33:51.179	127.0.0.1;E:/SaveImage/ZoomImage/202212/31/D82C2C003858000201_1231_133351_CF.jpg
